,lat,lon,CNTY_NAME,CITY_TOWN_NAME,num
1112,42.2582,-71.0811,NORFOLK,MILTON,1
1113,42.25835,-71.0599,NORFOLK,MILTON,1
1114,42.25855,-71.46165,MIDDLESEX,ASHLAND,1
1115,42.25855,-71.1787,NORFOLK,DEDHAM,1
1116,42.25855,-71.0053,NORFOLK,QUINCY,1
1117,42.259350000000005,-71.04455,NORFOLK,MILTON,1
1118,42.25995,-71.0686,NORFOLK,MILTON,1
1119,42.260000000000005,-71.0686,NORFOLK,MILTON,2
1120,42.26025,-71.32950000000001,MIDDLESEX,NATICK,1
1121,42.2603,-71.04745,NORFOLK,MILTON,1
1122,42.26055,-71.4651,MIDDLESEX,ASHLAND,1
1123,42.2609,-70.97635,NORFOLK,QUINCY,1
1124,42.2612,-71.01505,NORFOLK,QUINCY,1
1125,42.2618,-71.0249,NORFOLK,QUINCY,1
1126,42.26195,-71.096,NORFOLK,MILTON,2
1127,42.262550000000005,-70.84555,PLYMOUTH,HULL,1
1128,42.2627,-71.57315,MIDDLESEX,HOPKINTON,1
1129,42.26305,-71.02275,NORFOLK,QUINCY,1
1130,42.2635,-71.03645,NORFOLK,QUINCY,1
1131,42.265100000000004,-71.0462,NORFOLK,MILTON,1
1132,42.2654,-71.42035,MIDDLESEX,FRAMINGHAM,1
1133,42.2656,-71.49235,MIDDLESEX,ASHLAND,1
1134,42.2657,-71.02795,NORFOLK,QUINCY,1
1135,42.265950000000004,-71.5644,WORCESTER,WESTBOROUGH,1
1136,42.266400000000004,-71.56530000000001,MIDDLESEX,HOPKINTON,1
1137,42.2665,-71.16885,SUFFOLK,BOSTON,1
1138,42.2669,-71.01485000000001,NORFOLK,QUINCY,1
1139,42.26715,-71.56360000000001,MIDDLESEX,HOPKINTON,1
1140,42.267250000000004,-71.01545,NORFOLK,QUINCY,1
1141,42.2673,-71.52245,WORCESTER,SOUTHBOROUGH,1
1142,42.2676,-71.03665000000001,NORFOLK,QUINCY,1
1143,42.26845,-71.22935,NORFOLK,NEEDHAM,1
1144,42.26865,-71.0937,SUFFOLK,BOSTON,1
1145,42.269600000000004,-71.20060000000001,NORFOLK,NEEDHAM,1
1146,42.270050000000005,-71.55685,WORCESTER,SOUTHBOROUGH,1
1147,42.270250000000004,-71.4193,MIDDLESEX,FRAMINGHAM,1
1148,42.270250000000004,-71.19980000000001,NORFOLK,NEEDHAM,1
1149,42.27035,-71.06790000000001,NORFOLK,MILTON,1
1150,42.2704,-71.4163,MIDDLESEX,FRAMINGHAM,1
1151,42.270500000000006,-71.17205,SUFFOLK,BOSTON,1
1152,42.270900000000005,-71.42880000000001,MIDDLESEX,FRAMINGHAM,1
1153,42.271550000000005,-71.17265,SUFFOLK,BOSTON,1
1154,42.27185,-71.04820000000001,NORFOLK,MILTON,1
1155,42.2719,-71.5493,WORCESTER,SOUTHBOROUGH,1
1156,42.272000000000006,-71.41720000000001,MIDDLESEX,FRAMINGHAM,1
1157,42.27215,-71.4419,MIDDLESEX,FRAMINGHAM,1
1158,42.27295,-71.49355,MIDDLESEX,ASHLAND,1
1159,42.273250000000004,-71.41635000000001,MIDDLESEX,FRAMINGHAM,1
1160,42.2734,-71.4936,MIDDLESEX,ASHLAND,1
1161,42.273450000000004,-71.23435,NORFOLK,NEEDHAM,1
1162,42.2735,-71.43315,MIDDLESEX,FRAMINGHAM,1
1163,42.2735,-71.02695,NORFOLK,QUINCY,1
1164,42.2735,-70.8606,PLYMOUTH,HULL,1
1165,42.27355,-71.02525,NORFOLK,QUINCY,1
1166,42.27355,-71.02515,NORFOLK,QUINCY,1
1167,42.27405,-71.03015,NORFOLK,QUINCY,1
1168,42.274350000000005,-71.42485,MIDDLESEX,FRAMINGHAM,1
1169,42.27465,-71.41775,MIDDLESEX,FRAMINGHAM,1
1170,42.27465,-71.05035000000001,NORFOLK,MILTON,2
1171,42.27465,-71.05035000000001,SUFFOLK,BOSTON,2
1172,42.274750000000004,-71.41460000000001,MIDDLESEX,FRAMINGHAM,2
1173,42.27485,-71.1455,SUFFOLK,BOSTON,1
1174,42.275,-71.05025,NORFOLK,MILTON,1
1175,42.275150000000004,-71.14070000000001,SUFFOLK,BOSTON,1
1176,42.27535,-71.01180000000001,NORFOLK,QUINCY,1
1177,42.27575,-71.406,MIDDLESEX,FRAMINGHAM,1
